"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.label","Answer.category.label","Approve","Reject"
"302U8RURJ04D3PI759V2HM1G13KNVM","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:02 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:02 PDT 2021","","","3DHE4R9OCXE0JQ1DKX3YDHRZJ2D2GD","A2IP1TOC651QGU","Submitted","Mon Mar 15 23:04:41 PDT 2021","Mon Mar 15 23:08:19 PDT 2021","Thu Mar 18 23:08:19 PDT 2021","","","","218","100% (20/20)","100% (20/20)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/disgust/disgust_27.jpg","disgust","neutral"
"302U8RURJ04D3PI759V2HM1G13KNVM","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:02 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:02 PDT 2021","","","3LRLIPTPERCUQFS0N3HSHR2Q27MAKV","A37STRL9Z7ZDSD","Submitted","Mon Mar 15 23:05:00 PDT 2021","Mon Mar 15 23:05:48 PDT 2021","Thu Mar 18 23:05:48 PDT 2021","","","","48","100% (67/67)","100% (67/67)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/disgust/disgust_27.jpg","disgust","angry"
"302U8RURJ04D3PI759V2HM1G13KNVM","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:02 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:02 PDT 2021","","","3X1FV8S5JYU9GHZF87N9FMOAG06GVZ","A243WOMORG3NZG","Submitted","Mon Mar 15 23:05:32 PDT 2021","Mon Mar 15 23:25:08 PDT 2021","Thu Mar 18 23:25:08 PDT 2021","","","","1176","100% (17/17)","100% (17/17)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/disgust/disgust_27.jpg","disgust","disgust"
"302U8RURJ04D3PI759V2HM1G13KVNU","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","308Q0PEVB9GPF1S7VUIG8GCT4MI9I9","A16GH5GPKBX5GA","Submitted","Mon Mar 15 23:09:06 PDT 2021","Mon Mar 15 23:11:43 PDT 2021","Thu Mar 18 23:11:43 PDT 2021","","","","157","100% (237/237)","100% (138/138)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/angry/angry_72.jpg","angry","sad"
"302U8RURJ04D3PI759V2HM1G13KVNU","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","3G5W44VEU8LV06539392DDDT02ZKGH","AYY9WMJIAPYQT","Submitted","Mon Mar 15 23:05:00 PDT 2021","Mon Mar 15 23:05:12 PDT 2021","Thu Mar 18 23:05:12 PDT 2021","","","","12","100% (288/288)","100% (288/288)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/angry/angry_72.jpg","angry","sad"
"302U8RURJ04D3PI759V2HM1G13KVNU","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","3TR2532VIQXYSTAFF504070RRZWJ6F","A2IP1TOC651QGU","Submitted","Mon Mar 15 23:05:34 PDT 2021","Mon Mar 15 23:14:19 PDT 2021","Thu Mar 18 23:14:19 PDT 2021","","","","525","100% (20/20)","100% (20/20)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/angry/angry_72.jpg","angry","angry"
"304QEQWKZQNFS9H33R7QBIBVXHCO0A","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","31T4R4OBOTJUOFIEONOAJHNSWQ87CP","AYY9WMJIAPYQT","Submitted","Mon Mar 15 23:06:20 PDT 2021","Mon Mar 15 23:06:36 PDT 2021","Thu Mar 18 23:06:36 PDT 2021","","","","16","100% (288/288)","100% (288/288)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_90.jpg","fear","fear"
"304QEQWKZQNFS9H33R7QBIBVXHCO0A","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","3VD82FOHKRR19LAD595CU39NMFHCOJ","A16GH5GPKBX5GA","Submitted","Mon Mar 15 23:05:34 PDT 2021","Mon Mar 15 23:06:03 PDT 2021","Thu Mar 18 23:06:03 PDT 2021","","","","29","100% (237/237)","100% (138/138)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_90.jpg","fear","angry"
"304QEQWKZQNFS9H33R7QBIBVXHCO0A","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:05 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:05 PDT 2021","","","3ZGVPD4G6UKUU6QVT4BJZBGVU5JZTQ","A621PLVD76XTI","Submitted","Mon Mar 15 23:04:27 PDT 2021","Mon Mar 15 23:07:43 PDT 2021","Thu Mar 18 23:07:43 PDT 2021","","","","196","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_90.jpg","fear","neutral"
"304QEQWKZQNFS9H33R7QBIBVXHD0ON","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:10 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:10 PDT 2021","","","3AMYWKA6YCPCT41CVIS983HDQU96OQ","A1SX8IVV82M0LW","Submitted","Mon Mar 15 23:08:56 PDT 2021","Mon Mar 15 23:09:00 PDT 2021","Thu Mar 18 23:09:00 PDT 2021","","","","4","100% (125/125)","100% (2/2)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/sad/sad_86.jpg","sad","disgust"
"304QEQWKZQNFS9H33R7QBIBVXHD0ON","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:10 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:10 PDT 2021","","","3FIJLY1B6V7QXX6OBB8SR9ZGTX5FPE","AJ43O59MBI55L","Submitted","Mon Mar 15 23:05:01 PDT 2021","Mon Mar 15 23:11:11 PDT 2021","Thu Mar 18 23:11:11 PDT 2021","","","","370","100% (80/80)","100% (76/76)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/sad/sad_86.jpg","sad","sad"
"304QEQWKZQNFS9H33R7QBIBVXHD0ON","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:10 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:10 PDT 2021","","","3LRKMWOKB6K0A7WIAPRNYO75UTA2Z7","A30VOAZX8XTNGW","Submitted","Mon Mar 15 23:09:15 PDT 2021","Mon Mar 15 23:19:45 PDT 2021","Thu Mar 18 23:19:45 PDT 2021","","","","630","100% (275/275)","100% (152/152)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/sad/sad_86.jpg","sad","sad"
"306996CF6XNVG4DCV564J3U6VA01BN","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:26 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:26 PDT 2021","","","3H7Z272LX8ACXPGKXMBQMM40QTRPLT","A1TSD3O3C3ZUT6","Submitted","Mon Mar 15 23:05:07 PDT 2021","Mon Mar 15 23:05:19 PDT 2021","Thu Mar 18 23:05:19 PDT 2021","","","","12","100% (1/1)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/happy/happy_12.jpg","happy","happy"
"306996CF6XNVG4DCV564J3U6VA01BN","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 15 23:03:26 PDT 2021","3","BatchId:4369243;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 22 23:03:26 PDT 2021","","","3R2UR8A0IBJPCJL8W51Z8GUXNX6OXY","A1QXU4Q3CK75FK","Submitted","Mon Mar 15 23:07:28 PDT 2021","Mon Mar 15 23:09:05 PDT 2021","Thu Mar 18 23:09:05 PDT 2021","","","","97","100% (40/40)","100% (22/22)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/happy/happy_12.jpg","happy","happy"
