"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"3FHTJGYT8O3UOD4PWT98LA31EHDPG3","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:54 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:54 PST 2021","","","3G2UL9A02EH58Y9DEWB7XHVIXP0672","A1P5FJPAEO3RP7","Submitted","Mon Mar 01 20:50:43 PST 2021","Mon Mar 01 20:50:54 PST 2021","Thu Mar 04 20:50:54 PST 2021","","","","11","100% (3/3)","100% (3/3)","100% (3/3)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_79.jpg","surprise"
"3FHTJGYT8O3UOD4PWT98LA31EHDPG3","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:54 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:54 PST 2021","","","3PIWWX1FJK9AGOPMZOUT9B5WAQLJJT","A1JVUD5XUB9H48","Submitted","Mon Mar 01 20:52:46 PST 2021","Mon Mar 01 20:53:03 PST 2021","Thu Mar 04 20:53:03 PST 2021","","","","17","100% (112/112)","100% (95/95)","100% (95/95)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_79.jpg","fear"
"3FHTJGYT8O3UOD4PWT98LA31EHDPG3","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:54 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:54 PST 2021","","","3PQMUDRV7S9IQ2LAZOOTL9BWKW7II4","A39HQTITNY9TVJ","Submitted","Mon Mar 01 20:52:25 PST 2021","Mon Mar 01 20:52:31 PST 2021","Thu Mar 04 20:52:31 PST 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_79.jpg","disgust"
"3H5TOKO3DAM62RT0MW8Y6LFHT7F46Q","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","33NF62TLXK55R8V4H9U5AQ59PFLJKS","AE03LUY7RH400","Submitted","Mon Mar 01 20:52:46 PST 2021","Mon Mar 01 20:53:04 PST 2021","Thu Mar 04 20:53:04 PST 2021","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_46.jpg","happy"
"3H5TOKO3DAM62RT0MW8Y6LFHT7F46Q","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","35BLDD71I7097YUKYZBY0T4GOB4VZA","A3P2O37EDC1H9V","Submitted","Mon Mar 01 20:52:17 PST 2021","Mon Mar 01 20:52:26 PST 2021","Thu Mar 04 20:52:26 PST 2021","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_46.jpg","surprise"
"3H5TOKO3DAM62RT0MW8Y6LFHT7F46Q","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","39ASUFLU6YA30S8J2RY3340JGG6EXT","A2RV6QX6SN4YIC","Submitted","Mon Mar 01 20:55:27 PST 2021","Mon Mar 01 20:56:17 PST 2021","Thu Mar 04 20:56:17 PST 2021","","","","50","94% (34/36)","100% (6/6)","100% (2/2)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/surprise/surprise_46.jpg","surprise"
"306996CF6XNVG4DCV564J3U6VOG1BV","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","33JKGHPFYDXW0MMSHJZDIAEUN4KMN3","A24A69YAB0UI36","Submitted","Mon Mar 01 20:51:36 PST 2021","Mon Mar 01 20:51:42 PST 2021","Thu Mar 04 20:51:42 PST 2021","","","","6","100% (2/2)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_55.jpg","sad"
"306996CF6XNVG4DCV564J3U6VOG1BV","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","3VZLGYJEYMD1BNZFYECGOE114MDZXI","A1T02KY1E9YI3I","Submitted","Mon Mar 01 20:53:27 PST 2021","Mon Mar 01 20:53:43 PST 2021","Thu Mar 04 20:53:43 PST 2021","","","","16","98% (50/51)","98% (39/40)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_55.jpg","surprise"
"306996CF6XNVG4DCV564J3U6VOG1BV","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:58 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:58 PST 2021","","","3WRFBPLXRBRVE0EIB1UYMB5OND7N3S","A2P8VR6J0Q7GXS","Submitted","Mon Mar 01 20:57:19 PST 2021","Mon Mar 01 20:57:29 PST 2021","Thu Mar 04 20:57:29 PST 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_55.jpg","surprise"
"3PEG1BH7AFUXM5ZY3FCMOIQ54UFKBG","3OF98WC37FBAJ6PMT5HED0L0NF9SML","Classification regarding with Facial Expression","Categorize the given content based on the provided criteria","categorize, image","$0.01","Mon Mar 01 20:48:54 PST 2021","3","BatchId:4350992;OriginalHitTemplateId:928390873;","3600","259200","Mon Mar 08 20:48:54 PST 2021","","","3OSWBBLG1F0Y8MUJ6WNJXMIYG43DXX","A1JVUD5XUB9H48","Submitted","Mon Mar 01 20:52:33 PST 2021","Mon Mar 01 20:52:45 PST 2021","Thu Mar 04 20:52:45 PST 2021","","","","12","100% (112/112)","100% (95/95)","100% (95/95)","https://s3-ap-northeast-1.amazonaws.com/projects.crowd4u.org/s1811552/results/fear/fear_47.jpg","neutral"
